SH600000	MSCI成份，长三角，优先股，基金重仓，外管局持股，低市净率，富德生命人寿持股，银行，大盘股，持续增长，低市盈率，证金持股，破净资产，保险重仓，上海板块，近期新高
SH600004	机场，广东自贸区，QFII重仓，大盘股，广东板块，近期新高，广东国资改革，整体上市，社保重仓，境外知名投行持股，陆股通买
SH600006	湖北自贸区，证金持股，新能源车，汽车整车，无人驾驶，湖北板块，燃料电池，华为汽车概念，央企改革
SH600007	园区开发，外资背景，北京板块，近期新高，昨日较强
SH600008	环境保护，污水处理，海水淡化，参股金融，PPP模式，固废处理，冬奥会，参股新三板，参股基金，定向增发，雄安新区，北京国资改革，证金持股，北京板块，垃圾分类，科创概念
SH600009	MSCI成份，机场，迪士尼概念，通达信88，证金持股，上海自贸，QFII重仓，大盘股，基金重仓，上海板块，境外主权基金持股，整体上市，上海国资改革，持续增长
SH600010	热轧卷板，信托重仓，铁路基建，普钢，农业保险，稀土永磁，低碳经济，国华人寿持股，螺纹钢，MSCI成份，线材，低价股，大盘股，证金持股，整体上市，债转股，内蒙板块，保险重仓
SH600011	IGCC技术，火力发电，华能系，北京板块，央企改革，MSCI成份，证金持股，定向增发，低碳经济，含H股，大盘股，整体上市，近期解禁，环渤海
SH600012	路桥，金融改革，参股基金，民营银行，皖江区域，参股新三板，含H股，低市盈率，安徽板块，养老金持股，破净资产，低市净率
SH600015	银行，优先股，北京板块，中小银行，MSCI成份，低市净率，大盘股，持续增长，华夏保险持股，证金持股，低市盈率，破净资产，保险重仓
SH600016	MSCI成份，优先股，大家保险持股，含H股，银行，华夏保险持股，大盘股，持续增长，基金重仓，低市盈率，低市净率，北京板块，破净资产，证金持股，高股息股，保险重仓
SH600017	一带一路，港口，八省市海洋功能区，东亚自贸，低市净率，破净资产，山东板块，低价股
SH600018	保险重仓，MSCI成份，一带一路，港口，参股银行，上海国资改革，上海自贸，黄金水道，自由贸易港，大盘股，行业龙头，长三角，上海板块，参股保险，证金持股，整体上市
SH600019	宝武钢铁系，MSCI成份，热轧卷板，矿棉，普钢，长三角，参股银行，通达信88，海工装备，QFII重仓，大盘股，低市盈率，行业龙头，高股息股，低市净率，证金持股，上海板块，破净资产，新加坡政府投资持股，整体上市，央企改革
SH600020	河南自贸区，优先股，参股银行，中原经济区，路桥，信托业务，创投概念，低市盈率，参股金融，参股保险，破净资产，科创概念，河南板块
SH600021	火力发电，承诺注资，央企改革，太阳能，国家电投系，参股券商，创投概念，华夏基金持股，双百企业，证金持股，上海板块，低市盈率
SH600022	山东板块，热轧卷板，普钢，保障房，久不分红，低碳经济，螺纹钢，线材，业绩预降，山东自贸区，低价股，低市净率，破净资产
SH600023	并购基金，核电核能，参股银行，长三角，证金持股，火力发电，大盘股，浙江板块，近期新低，破净资产，低市净率
SH600025	QFII重仓，云南自贸区，国华人寿持股，水力发电，大盘股，泛珠三角，两年新股，央企改革，境外知名投行持股，云南板块，境外主权基金持股，华能系
SH600026	远洋运输，水运，内河航运，中远海运系，BDI指数波动，含H股，定向增发，陆股通卖，液化天然气(LNG)，中字头，证金持股，社保新进，进口博览会，昨日涨停，上海自贸，上海板块，昨日首板
SH600027	华电系，山东板块，秸秆发电，MSCI成份，山东自贸区，火力发电，生物质能，央企改革，含H股，低市净率，证金持股，破净资产，整体上市
SH600028	柴油，MSCI成份，燃油，苯乙烯，天然气汽车，石油加工，丁二烯，优先股，能源金三角，硫磺，信托业务，中石化系，乙烯，含H股，大盘股，高股息股，中字头，低市净率，保险重仓，环渤海，基金重仓，北京板块，国家科学技术奖，券商重仓，破净资产
SH600029	央企改革，被举牌，参股银行，MSCI成份，泛珠三角，含H股，空运，雄安新区，定向增发，大盘股，广东板块，证金持股，近期新低
SH600030	科创概念，MSCI成份，泛珠三角，中信系，含H股，证金持股，大盘股，基金重仓，行业龙头，华夏基金持股，证券，员工持股计划，深圳板块，参股新股
SH600031	工程机械，再制造业，民营银行，MSCI成份，参股基金，高端装备，长株潭，参股新三板，一带一路，北京板块，大盘股，证金持股，工业互联，社保重仓，行业龙头，国防军工，基金重仓，拟减持，整体上市，绩优股
SH600033	路桥，福建自贸区，海峡西岸，参股金融，福建板块，破净资产，低市净率
SH600035	路桥，物联网，武汉规划，员工持股计划，湖北板块，操作系统，破净资产，华为概念，ETC概念
SH600036	招商局系，信托业务，员工持股计划，优先股，通达信88，大家保险持股，MSCI成份，股东增持，银行，含H股，大盘股，基金重仓，深圳板块，持续增长，深圳高新区，泛珠三角，保险重仓
SH600037	IPTV，影视音像，博彩概念，三网融合，广电系，证金持股，券商重仓，阿里概念，云计算，腾讯概念，社保重仓，广电5G，北京板块，华为概念，超清视频，保险新进
SH600038	大飞机，航空，通用航空，高端装备，军民融合，中航工业系，中字头，国防军工，社保重仓，养老金持股，整体上市，黑龙江
SH600039	四川自贸区，涉矿概念，参股基金，定向增发，参股银行，成渝特区，证金持股，锂电池，建筑工程，持续增长，华夏基金持股，参股金融，低市净率，四川板块，国家科学技术奖，重组预案，信托重仓，破净资产，低市盈率
SH600048	参股基金，保障房，泰康人寿持股，住房租赁REITs，全国地产，粤港澳，大盘股，保险重仓，持续增长，证金持股，基金重仓，广东板块，MSCI成份，低市盈率，泛珠三角，保利系，近期新高，股权激励
SH600050	电信运营，TMT产业，5G概念，空铁WiFi，参股银行，央企改革，通达信88，联通混改，外管局持股，大盘股，行业龙头，环渤海，中字头，电信业整合，MSCI成份，北京板块
SH600051	锑金属，涉矿概念，综合类，小盘股，重组预案，低市净率，低市盈率，浙江板块，镍金属，破净资产，养老金持股
SH600052	篮球，低市盈率，股份回购，扣非亏损，微利股，商誉减值，浙江板块，影视音像，昨日振荡，体育概念
SH600053	创投概念，多元金融，跨境电商，高质押股，九鼎持股，江西板块
SH600054	旅游景点，含B股，特色小镇，境外主权基金持股，安徽板块
SH600055	员工持股计划，医疗保健，人工智能，智能医疗，股份回购，健康中国，北京板块
SH600056	医药商业，参股银行，央企改革，华夏保险持股，参股券商，中国通用系，中字头，近期解禁，仿制药，北京板块
SH600057	福建无人岛，仓储物流，参股银行，八省市海洋功能区，平潭综合实验区，福建自贸区，海峡西岸，厦门自贸区，高股息股，参股金融，破净资产，低市盈率，福建板块，低市净率
SH600058	钨金属，商贸代理，供应链金融，锰矿，铋金属，央企改革，电商概念，证金持股，五矿系，阿里概念，稀土永磁，华夏基金持股，预计扭亏，双百企业，参股金融，北京板块
SH600059	中华老字号，红黄酒，证金持股，浙江板块
SH600060	家用电器，无线充电，证金持股，智能电视，科创对标，环渤海，山东板块，超清视频，低市净率，破净资产，扣非亏损
SH600061	MSCI成份，上海自贸，定向增发，股东减持，央企改革，证金持股，国投系，证券，大盘股，上海板块
SH600062	华润系，青蒿素，医保目录调整，化学制药，糖尿病治疗，仿制药，北京板块，社保新进
SH600063	化纤，信托业务，业绩预升，皖江区域，信托重仓，涉矿概念，燃料乙醇，安徽板块
SH600064	创投概念，园区开发，金融改革，参股基金，参股银行，证金持股，参股新三板，参股券商，OLED概念，科创概念，江苏自贸区，参股金融，股权冻结，低市盈率，江苏板块
SH600066	河南自贸区，QFII重仓，校车，物联网，汽车整车，中原经济区，通达信88，MSCI成份，新能源车，证金持股，河南板块，新加坡政府投资持股，境外主权基金持股
SH600067	民营医院，全国地产，参股银行，平潭综合实验区，海峡西岸，参股券商，低市净率，锂电池，低市盈率，福建板块，破净资产
SH600068	军民融合，一带一路，防洪防汛，水利建设，参股基金，参股银行，中巴经济走廊，武汉规划，PPP模式，MSCI成份，证金持股，建筑工程，参股券商，持续增长，参股金融，低市盈率，湖北板块，国家科学技术奖，破净资产，整体上市，境外主权基金持股，央企改
SH600069	婴童概念，高贝塔值，参股基金，独角兽，定向增发，造纸，高质押股，久不分红，股权冻结，亏损股，河南板块，低价股，昨日振荡
SH600070	大数据，信息安全，纺织，创投概念，金融改革，独角兽，中美贸易，华为概念，浙江板块
SH600071	太赫兹技术，全息概念，食品安全，锂电池，元器件，中国电科系，QFII新进，定增股，黑洞概念，央企改革，王亚伟持股，境外知名投行持股，江西板块，安防服务
SH600072	国产航母，央企改革，船舶，承诺注资，高端装备，中船系，海工装备，PPP模式，重组股，扣非亏损，国防军工，近期解禁，微利股，上海板块，邮轮
SH600073	光明食品系，食品，上海国资改革，猪肉，分拆上市预期，进口博览会，上海板块
SH600075	番茄酱，化工原料，降解材料，水利建设，氯碱，棉花，新疆准东经济区，节能，生态农业，承诺注资，定增预案，电石，乙二醇，新疆建设兵团系，PVC，农膜，重组预案，一带一路，甲醇，信托重仓，新疆板块
SH600076	其它建材，锂电池，黄河三角，装配式建筑，国资入股，股权转让，山东板块，低市盈率
SH600077	定向增发，杭州亚运会，全国地产，员工持股计划，浙江板块，破净资产，低价股，低市净率
SH600078	化工原料，磷概念，承诺注资，磷矿石，重组预案，高市盈率，定增预案，江苏板块
SH600079	武汉当代系，艾滋病防治，创投概念，血液制品，民营医院，东湖高新区，婴童概念，定向增发，医保目录调整，化学制药，武汉规划，参股保险，养老金持股，湖北板块，农村金融，证金持股，村镇银行，参股新三板，麻精药，参股拟IPO企业，参股券商，仿制药
SH600080	多肽类，3D打印，员工持股计划，中成药，陕西板块
SH600081	无人驾驶，汽车电子，汽车配件，新能源车，华为汽车概念，户数增加，上海板块
SH600082	创投概念，参股新三板，超导概念，园区开发，天津自贸区，工业地产，互联金融，蚂蚁金服概念，天津板块
SH600083	钒电池，综合类，人工智能，智能音箱，久不分红，高市净率，扣非亏损，高负债率，高层涉刑，智能穿戴，微利股，股权冻结，近期新高，股权转让，券商重仓，江苏板块
SH600084	红黄酒，中信系，股权冻结，ST板块，债券违约，低价股，新疆板块
SH600085	人参，中华老字号，冬虫夏草，MSCI成份，阿胶，独家中药，中成药，大家保险持股，北京国资改革，仿制药，民营医院，持续增长，北京板块，环渤海，证金持股，国家科学技术奖，社保重仓，保险重仓
SH600086	兜底式增持，服饰，奢侈品，证金持股，冬奥会，低价股，拟减持，湖北板块，亏损股，股权冻结，黄金概念，连续亏损，券商重仓
SH600088	IPTV，TMT产业，影视音像，三网融合，证金持股，广电5G，超清视频，上海板块
SH600089	电气设备，多晶硅，一带一路，MSCI成份，风能，雄安新区，涉矿概念，新疆准东经济区，中巴经济走廊，高端装备，太阳能，证金持股，低碳经济，核电核能，低市净率，特高压，华夏基金持股，电缆，国家科学技术奖，破净资产，新疆板块
SH600090	医药商业，番茄酱，涉矿概念，新疆准东经济区，并购基金，参股金融，参股基金，股份回购，高质押股，股权冻结，拟减持，新疆板块
SH600091	明天系，化工原料，电石，ST板块，内蒙板块
SH600093	仓储物流，油气管线，参股基金，成渝特区，区块链，参股金融，高贝塔值，高质押股，四川板块
SH600094	区域地产，土地流转，证金持股，并购基金，融资增加，新能源车，含B股，上海板块
SH600095	新湖系，雄安新区，区域地产，金融改革，大豆蛋白，基因概念，民营银行，食用油，中美贸易，黑龙江，太阳能，创投概念，壳资源，高贝塔值，重组预案，大豆，定增预案，黑龙江自贸区
